,customer,gender,income,state,policy_type,customer_lifetime_value,vehicle_class,monthly_premium_auto,total_claim_amount
2397,ZY60545,F,91535.0,California,Personal Auto,18938.54,Four-Door Car,67.0,126.63
2398,WP62115,F,53484.0,Washington,Corporate Auto,13865.83,Two-Door Car,70.0,333.05
2399,NK16909,M,45318.0,Oregon,Personal Auto,8188.92,SUV,103.0,494.4
2400,BQ41371,F,46897.0,Oregon,Personal Auto,5626.53,Four-Door Car,70.0,344.38
2401,QF29828,F,40135.0,Arizona,Personal Auto,3208.92,Four-Door Car,80.0,78.01
2402,LP59331,M,38606.0,Arizona,Personal Auto,5282.54,Four-Door Car,68.0,413.29
2403,NJ46471,F,56550.0,Oregon,Corporate Auto,8696.71,Four-Door Car,73.0,162.78
2404,KX53892,F,61146.0,Oregon,Personal Auto,5259.44,Four-Door Car,65.0,273.02
2405,YP37291,M,36409.0,Nevada,Personal Auto,7854.77,Four-Door Car,66.0,316.8
2406,RX93631,F,90035.0,Arizona,Personal Auto,6438.97,Four-Door Car,80.0,141.63
2407,GS26763,F,39669.0,California,Personal Auto,11633.58,Two-Door Car,98.0,492.94
2408,SK74843,F,57963.0,Arizona,Personal Auto,2442.42,Four-Door Car,61.0,42.16
2409,AG47947,F,81872.0,Washington,Personal Auto,14024.36,Four-Door Car,115.0,256.44
2410,LQ23049,F,25965.0,California,Personal Auto,2491.26,Four-Door Car,65.0,329.21
2411,VF10088,F,59662.0,Arizona,Personal Auto,3410.2,Four-Door Car,85.0,10.17
2412,OJ65428,M,27906.0,Nevada,Personal Auto,3842.03,Four-Door Car,102.0,489.6
2413,ZF48094,F,51032.0,Oregon,Personal Auto,3339.85,Four-Door Car,83.0,349.95
2414,TN56613,F,83771.0,Arizona,Personal Auto,5358.27,Sports Car,133.0,482.33
2415,IA33339,F,57052.0,Oregon,Corporate Auto,9268.67,SUV,115.0,483.63
2416,UB28078,M,51510.0,California,Personal Auto,4200.37,Four-Door Car,106.0,688.55
2417,ZK60855,F,34819.0,Oregon,Corporate Auto,4829.57,Four-Door Car,61.0,185.9
2418,CM73149,F,31189.0,California,Personal Auto,14244.73,Sports Car,122.0,585.6
2419,SC81807,F,32180.0,California,Special Auto,4095.2,Sports Car,103.0,558.84
2420,DS57918,M,27500.0,California,Corporate Auto,33718.84,SUV,114.0,472.28
2421,TN29644,F,67018.0,California,Personal Auto,7540.05,Four-Door Car,94.0,104.43
2422,FG21377,F,33588.0,California,Corporate Auto,19731.34,Four-Door Car,62.0,419.92
2423,BQ15946,M,56270.0,Oregon,Personal Auto,6685.07,Four-Door Car,83.0,398.4
2424,CO53249,M,82800.0,Arizona,Corporate Auto,8408.32,Four-Door Car,70.0,442.19
2425,VH41477,M,63891.0,Oregon,Corporate Auto,4742.11,Two-Door Car,119.0,7.65
2426,AT13963,F,43946.0,Washington,Corporate Auto,15865.17,Sports Car,133.0,415.99
2427,XU49878,M,62039.0,Washington,Personal Auto,5396.31,Four-Door Car,68.0,265.88
2428,RY10920,M,60475.0,Oregon,Personal Auto,4330.39,Four-Door Car,107.0,513.6
2429,OC32181,F,70279.0,Nevada,Special Auto,5708.02,Four-Door Car,71.0,331.23
2430,WG39961,F,66676.0,Oregon,Personal Auto,3919.37,Four-Door Car,97.0,558.1
2431,QY78671,M,12048.0,Arizona,Corporate Auto,2910.32,Four-Door Car,77.0,369.6
2432,FW53453,F,36094.0,California,Personal Auto,7834.15,Two-Door Car,99.0,456.5
2433,XR74789,F,63328.0,Washington,Personal Auto,7199.65,Two-Door Car,89.0,427.2
2434,SK93727,F,36121.0,Washington,Personal Auto,9470.27,Four-Door Car,118.0,1107.15
2435,OM37845,M,56005.0,California,Personal Auto,5479.56,Four-Door Car,68.0,326.4
2436,VR45143,F,48597.0,Arizona,Corporate Auto,2488.24,Four-Door Car,71.0,305.7
2437,AF47139,F,42540.0,Oregon,Personal Auto,8406.39,Four-Door Car,70.0,43.55
2438,IS48950,M,87544.0,California,Corporate Auto,8685.92,SUV,109.0,523.2
2439,NC98544,M,26292.0,Nevada,Personal Auto,25030.38,Two-Door Car,80.0,384.0
2440,AD12500,F,42696.0,California,Personal Auto,17822.56,Luxury Car,228.0,1273.74
2441,ZE59681,M,88009.0,Nevada,Corporate Auto,2798.68,Two-Door Car,71.0,266.52
2442,MO21402,F,16181.0,Oregon,Personal Auto,13736.13,SUV,181.0,1261.32
2443,WE90911,F,75438.0,Arizona,Personal Auto,5392.44,SUV,136.0,438.48
2444,NN87570,M,27681.0,Oregon,Corporate Auto,6057.07,Two-Door Car,83.0,398.4
2445,PD94315,F,23444.0,Arizona,Corporate Auto,22256.69,SUV,196.0,940.8
2446,IN65727,F,63684.0,Washington,Personal Auto,2693.53,Two-Door Car,68.0,343.89
2447,FB76635,F,61737.0,Oregon,Personal Auto,4296.6,Sports Car,107.0,495.67
2448,AZ15952,M,52373.0,Oregon,Personal Auto,8749.5,Four-Door Car,111.0,186.16
2449,KP22549,M,58213.0,Oregon,Personal Auto,3155.91,Four-Door Car,79.0,39.71
2450,QC34927,M,74142.0,California,Personal Auto,3317.9,Two-Door Car,83.0,398.4
2451,ER51965,M,49746.0,Washington,Corporate Auto,4240.93,Four-Door Car,111.0,589.3
2452,WF53890,F,39854.0,Arizona,Personal Auto,5217.51,Two-Door Car,66.0,261.93
2453,QL35310,F,36650.0,Nevada,Corporate Auto,2725.36,Four-Door Car,69.0,56.6
2454,FY30870,F,32756.0,California,Personal Auto,18569.5,Two-Door Car,93.0,381.12
2455,JF73533,M,36268.0,Nevada,Personal Auto,9985.37,Four-Door Car,86.0,531.16
2456,IW70308,F,23815.0,Oregon,Personal Auto,8257.67,Four-Door Car,73.0,424.33
2457,EU38033,M,39188.0,Nevada,Personal Auto,5897.75,Four-Door Car,74.0,355.2
2458,ZJ86769,M,58089.0,Nevada,Personal Auto,4686.47,SUV,118.0,566.4
2459,JZ90556,F,62120.0,Oregon,Corporate Auto,5943.07,Four-Door Car,74.0,28.32
2460,OQ43721,F,26540.0,Oregon,Personal Auto,2648.47,Four-Door Car,69.0,378.43
2461,NI71089,M,28215.0,California,Personal Auto,4650.06,Two-Door Car,65.0,468.0
2462,ZF84966,F,61675.0,Nevada,Corporate Auto,44856.11,SUV,123.0,482.55
2463,CG92708,F,69600.0,Nevada,Personal Auto,2951.29,Four-Door Car,74.0,341.4
2464,TH59993,F,40982.0,California,Corporate Auto,2464.51,Four-Door Car,62.0,106.67
2465,WH76688,M,74015.0,Oregon,Personal Auto,5555.83,Four-Door Car,72.0,471.44
2466,FO33051,M,29439.0,Arizona,Personal Auto,16355.31,SUV,146.0,700.8
2467,II49996,M,74015.0,Arizona,Personal Auto,5555.83,Four-Door Car,72.0,471.44
2468,AX71707,F,67881.0,Arizona,Personal Auto,6383.48,Two-Door Car,79.0,391.04
2469,GF38306,F,96162.0,Nevada,Corporate Auto,7758.59,Four-Door Car,97.0,376.57
2470,TN54884,F,39049.0,California,Personal Auto,14932.1,Two-Door Car,63.0,294.76
2471,DD27635,M,29808.0,Oregon,Personal Auto,8047.41,SUV,105.0,52.46
2472,NX84287,F,65727.0,California,Corporate Auto,10861.52,SUV,134.0,364.0
2473,FF77476,F,22283.0,California,Corporate Auto,2397.04,Four-Door Car,65.0,572.07
2474,CW92156,F,37435.0,Washington,Personal Auto,4070.05,SUV,105.0,314.44
2475,XA53408,M,27756.0,Oregon,Corporate Auto,5578.52,Two-Door Car,71.0,735.73
2476,CV86445,M,86876.0,Arizona,Personal Auto,8139.53,Four-Door Car,68.0,118.81
2477,EV14053,F,34062.0,California,Corporate Auto,7295.33,Four-Door Car,91.0,603.35
2478,SN36487,F,78358.0,Arizona,Corporate Auto,10307.65,SUV,128.0,614.4
2479,SW88021,F,12222.0,California,Corporate Auto,2461.8,Two-Door Car,67.0,321.6
2480,US43945,F,41247.0,California,Personal Auto,2521.68,Two-Door Car,64.0,307.2
2481,QC93181,F,13663.0,California,Corporate Auto,25464.82,Four-Door Car,97.0,465.6
2482,XS89049,F,25531.0,Nevada,Personal Auto,2822.59,Two-Door Car,74.0,355.2
2483,QR79788,M,58643.0,Nevada,Personal Auto,5812.0,Four-Door Car,74.0,329.47
2484,WG51244,M,48107.0,Oregon,Corporate Auto,21850.35,Luxury SUV,190.0,912.0
2485,BF56053,F,18643.0,Washington,Corporate Auto,9320.24,Four-Door Car,119.0,571.2
2486,VS30147,M,58645.0,Oregon,Personal Auto,22118.81,SUV,110.0,427.72
2487,FY70464,F,95058.0,Oregon,Personal Auto,7218.16,SUV,177.0,89.71
2488,LR43989,F,19715.0,Oregon,Personal Auto,4882.29,Four-Door Car,66.0,475.2
2489,ER10834,F,68787.0,Nevada,Personal Auto,2674.08,Four-Door Car,66.0,105.38
2490,WL46620,M,29056.0,Nevada,Personal Auto,7724.68,Two-Door Car,66.0,355.53
2491,MO27230,F,47829.0,Oregon,Personal Auto,4708.2,SUV,117.0,561.6
2492,HD32695,F,13128.0,Arizona,Personal Auto,4447.42,Four-Door Car,118.0,771.88
2493,ED89934,F,58946.0,California,Personal Auto,4823.56,SUV,121.0,486.72
2494,WU63862,M,31614.0,Oregon,Personal Auto,5420.36,Four-Door Car,71.0,234.68
2495,EW27959,F,44667.0,California,Personal Auto,7583.14,Four-Door Car,65.0,245.66
2496,PJ84431,M,91512.0,California,Personal Auto,7647.45,Luxury Car,189.0,907.2
2497,RW46214,F,26540.0,Oregon,Personal Auto,5229.68,Four-Door Car,69.0,331.2
2498,DZ48278,M,38798.0,Nevada,Personal Auto,2853.51,Four-Door Car,72.0,332.95
2499,CQ15251,F,65629.0,Oregon,Personal Auto,5150.42,Four-Door Car,64.0,89.41
2500,QD36906,F,33291.0,Nevada,Personal Auto,8723.67,Four-Door Car,73.0,172.23
2501,BG95711,F,57264.0,California,Personal Auto,16477.48,Four-Door Car,84.0,129.25
2502,HR44460,F,60970.0,California,Personal Auto,26338.59,SUV,110.0,94.5
2503,NE57101,M,34220.0,Oregon,Corporate Auto,4244.47,SUV,109.0,523.2
2504,UQ34669,M,88997.0,Arizona,Personal Auto,5757.44,Four-Door Car,72.0,174.04
2505,BL42392,M,18779.0,Arizona,Personal Auto,4826.83,Four-Door Car,63.0,215.26
2506,WC52068,M,50825.0,Oregon,Corporate Auto,8092.88,SUV,102.0,369.61
2507,XS74432,F,29218.0,California,Personal Auto,8663.92,Four-Door Car,72.0,502.37
2508,YA10507,M,95697.0,California,Special Auto,2471.53,Two-Door Car,61.0,114.27
2509,NL59273,F,61486.0,Oregon,Personal Auto,5627.3,Two-Door Car,70.0,334.13
2510,MF83904,F,17723.0,Oregon,Personal Auto,5452.63,Two-Door Car,72.0,345.6
2511,MH14039,M,72421.0,California,Personal Auto,2592.44,Four-Door Car,65.0,312.0
2512,XJ26467,F,36510.0,California,Personal Auto,6721.89,Four-Door Car,84.0,286.78
2513,BC53546,M,35396.0,Oregon,Personal Auto,5500.58,Two-Door Car,70.0,336.0
2514,KB58189,F,69230.0,Oregon,Special Auto,2550.66,Four-Door Car,63.0,283.24
2515,FF31523,F,28054.0,Washington,Corporate Auto,7771.58,SUV,195.0,571.66
2516,EE98024,F,25866.0,California,Personal Auto,4236.3,Four-Door Car,109.0,523.2
2517,QA50777,F,23675.0,Oregon,Personal Auto,9025.07,Four-Door Car,117.0,707.93
2518,FB77856,M,28142.0,Nevada,Personal Auto,3873.65,Sports Car,105.0,701.71
2519,XQ93931,M,23706.0,Oregon,Corporate Auto,7806.14,Four-Door Car,68.0,326.4
2520,VA35421,F,83527.0,Nevada,Personal Auto,5182.94,Two-Door Car,64.0,39.13
2521,BB41401,M,26876.0,Arizona,Personal Auto,6005.21,Four-Door Car,76.0,364.8
2522,RQ16234,F,55099.0,Arizona,Corporate Auto,9837.51,Sports Car,122.0,260.27
2523,DO83789,F,71661.0,Arizona,Personal Auto,5206.03,Four-Door Car,65.0,312.0
2524,AK46006,M,18047.0,Oregon,Personal Auto,36293.15,Luxury SUV,242.0,1350.38
2525,CJ59481,M,90893.0,Washington,Personal Auto,2837.11,Two-Door Car,70.0,70.71
2526,JL86651,M,90016.0,Nevada,Personal Auto,11785.04,Four-Door Car,102.0,20.41
2527,AN32867,M,81285.0,California,Personal Auto,3124.93,Four-Door Car,81.0,441.77
2528,AC67315,F,96950.0,Nevada,Personal Auto,13862.1,Sports Car,115.0,633.13
2529,XN90444,M,24814.0,California,Special Auto,8200.27,Two-Door Car,69.0,331.2
2530,HC25359,F,52572.0,Oregon,Personal Auto,9045.11,Four-Door Car,113.0,441.62
2531,UU81720,F,41701.0,California,Corporate Auto,8113.96,Four-Door Car,68.0,64.65
2532,YP79029,M,34179.0,California,Corporate Auto,12519.8,Sports Car,107.0,770.4
2533,HS79851,M,27681.0,Oregon,Personal Auto,6057.07,Two-Door Car,83.0,398.4
2534,TS98462,F,78494.0,Washington,Personal Auto,22399.13,Two-Door Car,69.0,78.19
2535,RS85283,M,56044.0,Oregon,Personal Auto,21776.58,SUV,182.0,952.85
2536,NW19960,M,37937.0,Oregon,Personal Auto,9095.05,SUV,116.0,556.8
2537,AI11191,F,77853.0,Arizona,Personal Auto,4228.25,SUV,106.0,165.24
2538,PF24757,F,72608.0,Arizona,Personal Auto,6521.37,Four-Door Car,82.0,393.6
2539,NY20756,M,36568.0,California,Personal Auto,10209.02,SUV,128.0,978.62
2540,GL54755,F,59578.0,Washington,Corporate Auto,3894.62,Four-Door Car,98.0,403.68
2541,UF13251,M,26032.0,Oregon,Personal Auto,8510.76,SUV,109.0,638.1
2542,HK16676,M,39618.0,Oregon,Corporate Auto,2712.83,Four-Door Car,68.0,326.4
2543,XB43418,M,59438.0,California,Special Auto,4815.85,SUV,124.0,562.67
2544,HZ52656,F,89451.0,Washington,Personal Auto,2530.71,Four-Door Car,63.0,61.77
2545,BM71358,M,44695.0,Arizona,Personal Auto,10787.12,Four-Door Car,91.0,147.95
2546,DJ42087,F,24581.0,California,Personal Auto,11923.75,Four-Door Car,101.0,484.8
2547,YD27780,F,72334.0,Arizona,Corporate Auto,10103.65,SUV,129.0,412.83
2548,DZ38951,M,19831.0,Oregon,Personal Auto,6439.0,Four-Door Car,83.0,398.4
2549,VO84133,M,40361.0,California,Personal Auto,3909.64,Four-Door Car,98.0,71.17
2550,FP86246,M,74656.0,California,Personal Auto,13211.01,Four-Door Car,111.0,504.37
2551,YA37626,M,25358.0,Oregon,Personal Auto,14616.37,SUV,126.0,750.59
2552,XW54288,M,35461.0,California,Corporate Auto,3732.35,Four-Door Car,95.0,9.21
2553,ET81343,M,59047.0,California,Personal Auto,8750.64,Four-Door Car,76.0,364.8
2554,CW57351,F,62409.0,Nevada,Personal Auto,10662.63,Four-Door Car,89.0,392.69
2555,EV39201,F,93272.0,California,Personal Auto,3861.49,Four-Door Car,95.0,281.11
2556,IX44049,M,20166.0,Oregon,Personal Auto,3252.83,Two-Door Car,83.0,398.4
2557,AS78838,M,29735.0,California,Personal Auto,2453.57,Four-Door Car,69.0,331.2
2558,LH52773,F,97460.0,California,Personal Auto,23020.89,SUV,114.0,660.14
2559,XF99212,M,57564.0,Arizona,Personal Auto,2458.45,Two-Door Car,63.0,302.4
2560,CL52383,F,33232.0,Arizona,Special Auto,11160.08,Four-Door Car,94.0,435.53
2561,DD28380,F,11854.0,Arizona,Personal Auto,13118.74,Four-Door Car,113.0,807.72
2562,CP87192,F,23843.0,California,Personal Auto,6120.19,Four-Door Car,79.0,344.69
2563,MH43755,F,17961.0,Arizona,Personal Auto,13881.04,Sports Car,181.0,476.71
2564,FU65756,F,54695.0,Arizona,Personal Auto,8177.05,SUV,103.0,494.4
2565,YG92601,M,85632.0,California,Personal Auto,3309.25,Two-Door Car,82.0,7.26
2566,ZD71862,F,39895.0,Oregon,Personal Auto,19253.03,SUV,160.0,765.59
2567,VT87641,F,95815.0,Washington,Personal Auto,6646.75,Four-Door Car,82.0,393.6
2568,TN61016,F,37224.0,California,Personal Auto,8742.47,Four-Door Car,74.0,355.2
2569,IS53899,F,94652.0,Nevada,Personal Auto,6992.53,Four-Door Car,86.0,412.8
2570,KC69320,F,28582.0,Arizona,Personal Auto,13037.03,Sports Car,112.0,537.6
2571,WR86431,F,91123.0,Nevada,Corporate Auto,10883.79,SUV,138.0,103.46
2572,TY27229,M,85942.0,Arizona,Personal Auto,9114.28,Four-Door Car,116.0,79.34
2573,LC42182,F,64321.0,Nevada,Personal Auto,30442.54,Luxury SUV,253.0,422.44
2574,SZ64974,M,77025.0,Arizona,Personal Auto,5104.35,Two-Door Car,64.0,380.92
2575,AH89786,M,16997.0,Oregon,Personal Auto,2174.11,Two-Door Car,65.0,468.0
2576,QO70290,M,52408.0,California,Personal Auto,9890.21,Sports Car,125.0,179.13
2577,OU24549,M,37573.0,Nevada,Corporate Auto,8516.75,SUV,112.0,537.6
2578,OO96263,F,45893.0,Nevada,Personal Auto,11606.85,Two-Door Car,97.0,465.6
2579,JZ76788,M,29385.0,Nevada,Personal Auto,3303.09,Two-Door Car,88.0,422.4
2580,AB23825,M,21509.0,California,Personal Auto,8888.88,Two-Door Car,81.0,413.49
2581,BH61137,F,68144.0,Arizona,Personal Auto,8173.5,Four-Door Car,70.0,336.0
2582,QW21716,M,31093.0,Nevada,Personal Auto,4923.95,Four-Door Car,63.0,302.4
2583,IU95336,M,24350.0,Arizona,Corporate Auto,2823.5,Four-Door Car,73.0,350.4
2584,TY22591,M,32823.0,Washington,Personal Auto,7824.37,SUV,100.0,480.0
2585,VR18539,M,44843.0,Washington,Personal Auto,8311.85,SUV,105.0,391.42
2586,GD89605,F,59364.0,Oregon,Corporate Auto,5384.53,Four-Door Car,67.0,321.6
2587,RD47708,M,39101.0,Oregon,Personal Auto,3978.67,Four-Door Car,99.0,167.17
2588,TW62773,F,27604.0,Washington,Corporate Auto,6969.88,Two-Door Car,92.0,441.6
2589,QP77560,F,91603.0,California,Personal Auto,5024.03,Four-Door Car,64.0,307.2
2590,QV66305,F,59828.0,Washington,Personal Auto,8414.08,SUV,104.0,499.2
2591,WC83676,M,33247.0,Nevada,Special Auto,2801.56,Four-Door Car,72.0,284.96
2592,QD98396,M,45867.0,California,Personal Auto,5010.92,Sports Car,126.0,604.8
2593,AM36670,F,54827.0,California,Personal Auto,4997.78,Four-Door Car,64.0,132.95
2594,GN61665,M,47170.0,Arizona,Corporate Auto,10934.74,Sports Car,139.0,667.2
2595,HY49431,F,21947.0,California,Personal Auto,3289.13,Four-Door Car,83.0,366.91
2596,IK82336,F,39018.0,Oregon,Personal Auto,14014.1,SUV,117.0,561.6
2597,WA16954,M,20252.0,Arizona,Personal Auto,5604.33,Four-Door Car,71.0,198.23
2598,XG47945,M,48602.0,Oregon,Corporate Auto,5616.85,Two-Door Car,70.0,487.88
2599,UV57184,F,97849.0,California,Special Auto,7504.69,Four-Door Car,62.0,183.12
2600,JU55710,F,41479.0,Oregon,Personal Auto,3746.75,Two-Door Car,94.0,19.58
2601,PT50287,F,69746.0,Oregon,Personal Auto,2959.82,Four-Door Car,74.0,225.03
2602,AB73565,M,96748.0,California,Personal Auto,7725.54,Two-Door Car,96.0,460.8
2603,PK20739,M,25074.0,Oregon,Personal Auto,13248.64,Two-Door Car,112.0,537.6
2604,XI85062,M,66463.0,Nevada,Personal Auto,2717.78,Two-Door Car,68.0,326.4
2605,KA77514,M,34865.0,Washington,Corporate Auto,2734.15,Four-Door Car,69.0,255.95
2606,ND80148,M,37399.0,California,Personal Auto,9199.39,Four-Door Car,116.0,392.83
2607,AK72422,M,21070.0,California,Corporate Auto,29049.71,Sports Car,195.0,1404.0
2608,LN49978,F,31562.0,Oregon,Personal Auto,4956.62,Four-Door Car,66.0,316.8
2609,RZ80299,F,54684.0,California,Personal Auto,5574.96,Four-Door Car,71.0,487.07
2610,QU53781,M,37388.0,Oregon,Corporate Auto,9192.59,SUV,117.0,561.6
2611,MD70013,F,84981.0,Nevada,Personal Auto,3878.77,Four-Door Car,96.0,4.72
2612,QD97878,M,24046.0,Nevada,Personal Auto,4419.12,Two-Door Car,116.0,556.8
2613,WK24299,M,20993.0,California,Personal Auto,4772.94,SUV,133.0,638.4
2614,RJ45123,M,48029.0,Oregon,Personal Auto,9101.52,SUV,116.0,556.8
2615,HM33037,M,16233.0,Arizona,Personal Auto,7609.09,Luxury Car,197.0,1418.4
2616,QY70905,M,30718.0,Arizona,Personal Auto,2668.66,Two-Door Car,67.0,321.6
2617,YL86561,M,60277.0,Oregon,Personal Auto,5141.98,Four-Door Car,65.0,146.39
2618,UI44314,M,31911.0,Arizona,Personal Auto,2620.17,Four-Door Car,68.0,245.89
2619,NN44612,F,61402.0,Nevada,Personal Auto,4909.84,Two-Door Car,62.0,252.16
2620,MA37431,F,34335.0,California,Corporate Auto,8023.08,Two-Door Car,101.0,484.8
2621,DP57381,M,71467.0,Nevada,Personal Auto,20446.6,Two-Door Car,86.0,324.88
2622,OG17838,M,36168.0,Washington,Personal Auto,3549.02,Four-Door Car,90.0,432.0
2623,WG37485,F,58357.0,Oregon,Personal Auto,5350.37,Sports Car,137.0,708.22
2624,RV95842,M,29692.0,California,Personal Auto,8065.23,Four-Door Car,77.0,449.35
2625,NG13451,M,29215.0,Oregon,Personal Auto,7892.82,Four-Door Car,67.0,327.66
2626,ZG16710,M,26841.0,Washington,Personal Auto,2852.53,Four-Door Car,74.0,418.53
2627,OT53330,F,34837.0,Arizona,Personal Auto,10720.42,SUV,139.0,667.2
2628,LZ12396,F,33068.0,Arizona,Personal Auto,4795.39,Four-Door Car,61.0,213.04
2629,UU77151,F,44820.0,Washington,Personal Auto,5182.39,Sports Car,133.0,336.13
2630,CD71877,F,49564.0,Nevada,Corporate Auto,22620.75,Sports Car,193.0,286.37
2631,PA95799,M,19581.0,Arizona,Personal Auto,2320.75,Four-Door Car,61.0,377.24
2632,CM42637,M,23129.0,Oregon,Personal Auto,7880.34,Four-Door Car,70.0,491.65
2633,FE46445,F,25411.0,Arizona,Personal Auto,6965.42,Four-Door Car,86.0,242.81
2634,PD32854,F,28513.0,Arizona,Personal Auto,15114.4,SUV,100.0,480.0
2635,GV35061,M,69346.0,Oregon,Special Auto,22523.71,Two-Door Car,63.0,246.28
2636,BG44829,F,74835.0,Oregon,Corporate Auto,10760.18,SUV,133.0,107.65
2637,RH83684,F,43282.0,Oregon,Personal Auto,5808.93,Two-Door Car,72.0,166.8
2638,SB82356,F,11276.0,Nevada,Corporate Auto,30591.61,Four-Door Car,91.0,436.8
2639,RJ39700,M,10037.0,Oregon,Personal Auto,4914.04,Four-Door Car,71.0,292.18
2640,LO40410,F,21986.0,Oregon,Personal Auto,2395.57,Two-Door Car,63.0,333.7
2641,SX85653,F,85609.0,Arizona,Personal Auto,5522.52,SUV,136.0,652.8
2642,PH91033,M,86347.0,Oregon,Personal Auto,15808.76,Sports Car,130.0,593.78
2643,LC69427,F,20368.0,Oregon,Corporate Auto,2827.33,Four-Door Car,72.0,345.6
2644,MZ85889,F,25778.0,California,Corporate Auto,5421.52,Two-Door Car,68.0,20.14
2645,GL82358,F,43860.0,Nevada,Corporate Auto,2514.59,Four-Door Car,65.0,156.12
2646,AM94127,M,93303.0,Oregon,Corporate Auto,5157.64,Four-Door Car,65.0,40.76
2647,TO19482,M,67467.0,Oregon,Personal Auto,4874.67,Two-Door Car,61.0,365.88
2648,WA68850,M,30598.0,Arizona,Personal Auto,4198.03,SUV,106.0,508.8
2649,ER97256,F,55350.0,Arizona,Personal Auto,5380.9,Four-Door Car,67.0,321.6
2650,CK85904,F,11432.0,California,Corporate Auto,13466.92,SUV,119.0,571.2
2651,GH30325,M,27093.0,Oregon,Personal Auto,2424.42,Four-Door Car,61.0,292.8
2652,XZ45224,F,38961.0,Oregon,Corporate Auto,2438.53,Two-Door Car,62.0,297.6
2653,HD56196,F,51840.0,Oregon,Corporate Auto,34090.04,Two-Door Car,94.0,33.75
2654,EM39400,M,79181.0,Nevada,Personal Auto,2840.3,Four-Door Car,72.0,241.28
2655,FP39090,M,14072.0,Oregon,Special Auto,24127.5,Four-Door Car,71.0,511.2
2656,CE17166,M,56225.0,California,Personal Auto,7596.14,Four-Door Car,97.0,465.6
2657,HF67477,M,14909.0,Washington,Personal Auto,15096.27,Luxury Car,199.0,1238.08
2658,GJ79432,M,26876.0,Nevada,Personal Auto,6005.21,Four-Door Car,76.0,364.8
2659,ZE17448,M,68401.0,Oregon,Personal Auto,3455.23,Four-Door Car,88.0,242.25
2660,SK65854,F,29730.0,Nevada,Personal Auto,5728.58,Four-Door Car,72.0,463.21
2661,RT23641,F,35577.0,Oregon,Personal Auto,5163.23,SUV,130.0,574.51
2662,PY79113,M,41958.0,California,Corporate Auto,2602.65,Four-Door Car,66.0,206.82
2663,EP61197,F,77915.0,Oregon,Personal Auto,32643.08,Four-Door Car,115.0,552.0
2664,IL12516,F,15514.0,Oregon,Corporate Auto,2789.75,Four-Door Car,74.0,355.2
2665,BF55854,F,29505.0,Nevada,Personal Auto,11250.1,Luxury Car,284.0,1979.44
2666,GP19791,F,31356.0,California,Personal Auto,16510.97,Two-Door Car,68.0,326.4
2667,II16403,F,31456.0,California,Personal Auto,7607.98,Luxury SUV,199.0,436.7
2668,SS28002,F,95284.0,Arizona,Personal Auto,5603.74,Four-Door Car,69.0,327.65
2669,FH97700,F,62864.0,Washington,Personal Auto,4049.42,Two-Door Car,104.0,171.21
2670,NB96938,M,22842.0,Oregon,Personal Auto,4958.02,Four-Door Car,65.0,468.0
2671,HY32811,F,67186.0,California,Personal Auto,7850.13,Four-Door Car,66.0,184.94
2672,LE12086,F,68946.0,Oregon,Personal Auto,5737.5,Four-Door Car,71.0,309.63
2673,IO89174,F,56680.0,Oregon,Personal Auto,7688.02,SUV,100.0,480.0
2674,DB26077,F,18866.0,Arizona,Personal Auto,4873.44,SUV,126.0,604.8
2675,NB98740,F,82875.0,California,Personal Auto,2824.68,Four-Door Car,70.0,455.34
2676,AK54675,F,84863.0,California,Corporate Auto,5535.96,SUV,138.0,691.7
2677,JS36743,M,54753.0,California,Personal Auto,2378.67,Four-Door Car,61.0,292.8
2678,TV20901,F,76381.0,California,Special Auto,9337.9,Two-Door Car,116.0,556.8
2679,LQ20969,M,59523.0,California,Personal Auto,6189.99,Four-Door Car,78.0,343.79
2680,BZ33435,F,56017.0,Arizona,Corporate Auto,5638.26,Four-Door Car,71.0,52.0
2681,OA55110,M,14306.0,Arizona,Corporate Auto,5264.36,Four-Door Car,74.0,355.06
2682,YJ42538,F,21359.0,Arizona,Personal Auto,4035.68,Sports Car,101.0,484.8
2683,XB64207,F,86101.0,Arizona,Personal Auto,4117.47,SUV,102.0,344.74
2684,KZ80424,M,25998.0,Washington,Personal Auto,8382.48,Four-Door Car,71.0,791.88
2685,BC34309,F,64341.0,California,Personal Auto,2435.15,Four-Door Car,61.0,79.93
2686,JC34468,F,36060.0,California,Special Auto,6599.08,Sports Car,165.0,774.56
2687,ON34922,M,61894.0,Oregon,Personal Auto,5353.93,Four-Door Car,67.0,267.0
2688,MQ93707,M,26721.0,Oregon,Personal Auto,6747.52,Four-Door Car,65.0,312.0
2689,SY28542,F,59940.0,Nevada,Personal Auto,7412.14,Four-Door Car,94.0,303.1
2690,RA29518,M,45971.0,Washington,Special Auto,5512.34,SUV,138.0,139.83
2691,No34698,M,80055.0,Oregon,Corporate Auto,4015.34,SUV,100.0,121.95
2692,VK37392,M,58345.0,Arizona,Personal Auto,7772.47,Four-Door Car,98.0,346.97
2693,FI90697,M,76549.0,Oregon,Personal Auto,10507.5,SUV,132.0,616.35
2694,DR93103,F,36212.0,Arizona,Personal Auto,17556.99,Two-Door Car,73.0,119.03
2695,ZZ43513,M,73597.0,California,Personal Auto,13110.55,SUV,114.0,485.18
